1009718,Robust Aggregation Protocols for Large-Scale Overlay Networks,319001,Protocols for large data transfers over local networks,0.14558762750518678
1009718,Robust Aggregation Protocols for Large-Scale Overlay Networks,2314945,Tapestry: a resilient global-scale overlay for service deployment,0.13953228177343704
1009718,Robust Aggregation Protocols for Large-Scale Overlay Networks,253291,Online aggregation,0.13326164087838316
1009718,Robust Aggregation Protocols for Large-Scale Overlay Networks,1060317,Secure routing for structured peer-to-peer overlay networks,0.13090539640618196
1009723,Dynamic Quarantine of Internet Worms,1029630,A hybrid quarantine defense,0.14632709281156195
1009723,Dynamic Quarantine of Internet Worms,948190,A taxonomy of computer worms,0.14462983874118393
1009723,Dynamic Quarantine of Internet Worms,862270,Dynamic Programming,0.094516390855892848
1009723,Dynamic Quarantine of Internet Worms,38740,Dynamic voting,0.088919119579135536
1009723,Dynamic Quarantine of Internet Worms,200993,Routing in the Internet,0.082896601550695809
1009747,A Framework for Dynamic Byzantine Storage,676126,Minimal Byzantine Storage,0.29618006627529975
1009747,A Framework for Dynamic Byzantine Storage,737912,Dynamic Byzantine Quorum Systems,0.28872379792455971
1009747,A Framework for Dynamic Byzantine Storage,571840,Building secure file systems out of byzantine storage,0.19317167313807004
1009747,A Framework for Dynamic Byzantine Storage,651327,A Framework for Evaluating Storage System Security,0.11361768854724982
1009747,A Framework for Dynamic Byzantine Storage,862270,Dynamic Programming,0.10318239088879759
1009773,High Throughput Byzantine Fault Tolerance,296824,Practical Byzantine fault tolerance,0.46762617278642682
1009773,High Throughput Byzantine Fault Tolerance,1294267,Zyzzyva: speculative byzantine fault tolerance,0.3542733788110779
1009773,High Throughput Byzantine Fault Tolerance,571640,Practical byzantine fault tolerance and proactive recovery,0.33049647634977192
1009773,High Throughput Byzantine Fault Tolerance,889732,Authenticated Byzantine Fault Tolerance Without Public-Key Cryptography,0.30091106384722782
1009773,High Throughput Byzantine Fault Tolerance,1298473,HQ replication: a hybrid quorum protocol for byzantine fault tolerance,0.2666550667759876
1011398,Overview of the IBM Java just-in-time compiler,349315,A certifying compiler for Java,0.1267557089146461
1011398,Overview of the IBM Java just-in-time compiler,191014,R: an overview of the architecture,0.10544420067396523
1011398,Overview of the IBM Java just-in-time compiler,48765,R*: An overview of the architecture,0.10544420067396523
1011398,Overview of the IBM Java just-in-time compiler,1018504,The IBM PCIXCC: a new cryptographic coprocessor for the IBM eServer,0.10344888232548508
1011398,Overview of the IBM Java just-in-time compiler,343463,Marmot: an optimizing compiler for Java,0.10106465752121893
1011399,Building a Java virtual machine for server applications: the Jvm on 0S/390,553607,Java Virtual Machine Specification,0.32943662200402873
1011399,Building a Java virtual machine for server applications: the Jvm on 0S/390,286945,Dynamic class loading in the Java virtual machine,0.24222803313333663
1011399,Building a Java virtual machine for server applications: the Jvm on 0S/390,504292,Multitasking without comprimise: a virtual machine evolution,0.10154958082330912
1011399,Building a Java virtual machine for server applications: the Jvm on 0S/390,830563,Using Memory Errors to Attack a Virtual Machine,0.096509471232736621
1011399,Building a Java virtual machine for server applications: the Jvm on 0S/390,806527,The PDP-11 virtual machine architecture: A case study,0.087347927448561055
1011770,Mechanism design for policy routing,997226,Distributed algorithmic mechanism design,0.23982453969561451
1011770,Mechanism design for policy routing,301287,Algorithmic mechanism design (extended abstract),0.20548610031819148
1011770,Mechanism design for policy routing,337028,Privacy preserving auctions and mechanism design,0.18735483012722673
1011770,Mechanism design for policy routing,806531,Policy/mechanism separation in Hydra,0.16524773368561435
1011770,Mechanism design for policy routing,1764893,Algorithms for selfish agents mechanism design for distributed computation,0.15828086348503642
1011781,Specification faithfulness in networks with rational nodes,1016537,Faithfulness in internet algorithms,0.13467139405416234
1011781,Specification faithfulness in networks with rational nodes,2138964,A taxonomy of rational attacks,0.1180167878153647
1011781,Specification faithfulness in networks with rational nodes,114904,Algebraic specification,0.093241781468305487
1011781,Specification faithfulness in networks with rational nodes,1629577,FAWN: a fast array of wimpy nodes,0.085883114537210509
1011781,Specification faithfulness in networks with rational nodes,62795,Computer networks,0.073906737594802124
1011786,Choosing a random peer,72991,The ambiguity of choosing,0.22375302045217946
1011786,Choosing a random peer,586138,A reputation-based approach for choosing reliable resources in peer-to-peer networks,0.17356316726416404
1011786,Choosing a random peer,776346,A reputation system for peer-to-peer networks,0.14795874054190231
1011786,Choosing a random peer,571863,Analysis of the evolution of peer-to-peer systems,0.12708056794159037
1011786,Choosing a random peer,851859,Improving Search in Peer-to-Peer Networks,0.12478733502368239
1011803,Signed quorum systems,1035782,Byzantine quorum systems,0.3147288420184533
1011803,Signed quorum systems,258650,Byzantine quorum systems,0.3147288420184533
1011803,Signed quorum systems,219629,The availability of quorum systems,0.30270940354899728
1011803,Signed quorum systems,903705,The Availability of Quorum Systems,0.30270940354899728
1011803,Signed quorum systems,506064,Probabilistic Quorum Systems,0.27716869657112042
1012122,Adaptive cross-parity (AXP) code for a high-density magnetic tape subsystem,360941,Parallelism in tape-sorting,0.084095535584112466
1012122,Adaptive cross-parity (AXP) code for a high-density magnetic tape subsystem,784841,From Code to Models,0.065742332573787129
1012122,Adaptive cross-parity (AXP) code for a high-density magnetic tape subsystem,1663243,The future of magnetic data storage technology,0.056827151629339975
1012122,Adaptive cross-parity (AXP) code for a high-density magnetic tape subsystem,168634,Fbufs: a high-bandwidth cross-domain transfer facility,0.055672837476137528
1012122,Adaptive cross-parity (AXP) code for a high-density magnetic tape subsystem,185516,Parity logging disk arrays,0.052959746675358722
1012171,Efficient randomized pattern-matching algorithms,211390,Randomized algorithms,0.1906860663841663
1012171,Efficient randomized pattern-matching algorithms,93433,Time-and space-efficient randomized consensus,0.18753413605576533
1012171,Efficient randomized pattern-matching algorithms,1313891,A Simple and Efficient Randomized Byzantine Agreement Algorithm,0.16836972997804092
1012171,Efficient randomized pattern-matching algorithms,954544,Pattern Classification (2nd Edition),0.095772257933638347
1012171,Efficient randomized pattern-matching algorithms,867658,Randomized Byzantine Agreement,0.092120644734175278
1015480,The feasibility of supporting large-scale live streaming applications with dynamic application end-points,1131856,Performance Analysis and Improvement of Overlay Construction for Peer-to-Peer Live Streaming,0.11581971579325746
1015480,The feasibility of supporting large-scale live streaming applications with dynamic application end-points,323644,An architecture for large scale information systems,0.086563963124955873
1015480,The feasibility of supporting large-scale live streaming applications with dynamic application end-points,2289227,An architecture for large scale Internet measurement,0.083551436344425994
1015480,The feasibility of supporting large-scale live streaming applications with dynamic application end-points,163689,Caching in large-scale distributed file systems,0.08149224852030601
1015480,The feasibility of supporting large-scale live streaming applications with dynamic application end-points,301480,A large-scale study of file-system contents,0.079944394762641924
1015504,The design and implementation of a next generation name service for the internet,320476,The design and implementation of INGRES,0.18998261303749114
1015504,The design and implementation of a next generation name service for the internet,21853,Operating systems: design and implementation,0.17443211946737994
1015504,The design and implementation of a next generation name service for the internet,884235,The design and implementation of a secure auction service,0.16813493753951753
1015504,The design and implementation of a next generation name service for the internet,38836,The design and implementation of distributed Smalltalk,0.15888735861844927
1015504,The design and implementation of a next generation name service for the internet,851705,Design and Implementation of a Distributed X-Multiplexor,0.15452276712445964
1015509,A scalable distributed information management system,4045,Information management for engineering design,0.24823674173459898
1015509,A scalable distributed information management system,187786,Pegasus: a heterogeneous information management system,0.24045039871979654
1015509,A scalable distributed information management system,889816,ROBUST CONCURRENCY CONTROL FOR A DISTRIBUTED INFORMATION SYSTEM,0.20701264870786679
1015509,A scalable distributed information management system,266694,Frangipani: a scalable distributed file system,0.19875130269431543
1015509,A scalable distributed information management system,236713,"LH*—a scalable, distributed data structure",0.17750558544097533
1015594,The ethernet: a local area network: data link layer and physical layer specifications,62572,Data link layer: two impossibility results,0.34188569345583864
1015594,The ethernet: a local area network: data link layer and physical layer specifications,800922,Filing and printing services on a local-area network,0.19921216718105256
1015594,The ethernet: a local area network: data link layer and physical layer specifications,623898,Myrinet: A Gigabit-per-Second  Local Area Network,0.19906687928652317
1015594,The ethernet: a local area network: data link layer and physical layer specifications,5165,Statistics of mixed data traffic on a local area network,0.19579935703988482
1015594,The ethernet: a local area network: data link layer and physical layer specifications,359044,Measured performance of an Ethernet local network,0.15346689162818045
1015800,Brook for GPUs: stream computing on graphics hardware,357334,Structured Graphics for Distributed Systems,0.091274051435817599
1015800,Brook for GPUs: stream computing on graphics hardware,535805,The  Complexity of Computing,0.06851641373480731
1015800,Brook for GPUs: stream computing on graphics hardware,822415,The Network Hardware is the Operating System,0.066836097396543448
1015800,Brook for GPUs: stream computing on graphics hardware,5532,Principles of interactive computer graphics (2nd ed.),0.065091795485897677
1015800,Brook for GPUs: stream computing on graphics hardware,748641,Distributed Computing in a Heterogeneous Computing Environment,0.061736300716314342
1016532,Rethinking incentives for mobile ad hoc networks,345955,Mitigating routing misbehavior in mobile ad hoc networks,0.44209684987893466
1016532,Rethinking incentives for mobile ad hoc networks,288252,Location-aided routing (LAR) in mobile ad hoc networks,0.40719645660958614
1016532,Rethinking incentives for mobile ad hoc networks,942421,Stimulating cooperation in self-organizing mobile ad hoc networks,0.40467204082514846
1016532,Rethinking incentives for mobile ad hoc networks,501440,Time synchronization in ad hoc networks,0.36605871619957636
1016532,Rethinking incentives for mobile ad hoc networks,570648,Ariadne: a secure on-demand routing protocol for ad hoc networks,0.25830583939993129
1016533,On the benefits and feasibility of incentive based routing infrastructure,930572,Scalability of the internet backbone routing infrastructure,0.16621830612865643
1016533,On the benefits and feasibility of incentive based routing infrastructure,33935,Analysis of affinity based routing in multi-system data sharing,0.11460768563450982
1016533,On the benefits and feasibility of incentive based routing infrastructure,200993,Routing in the Internet,0.077123622371666381
1016533,On the benefits and feasibility of incentive based routing infrastructure,978003,Exchange-Based Incentive Mechanisms for Peer-to-Peer File Sharing,0.073980332651955333
1016533,On the benefits and feasibility of incentive based routing infrastructure,988788,Robust incentive techniques for peer-to-peer networks,0.068838738171859745
1016537,Faithfulness in internet algorithms,1011781,Specification faithfulness in networks with rational nodes,0.13467139405416234
1016537,Faithfulness in internet algorithms,380883,"Algorithms, games, and the internet",0.12061921448301044
1016537,Faithfulness in internet algorithms,525656,Distributed Algorithms,0.11793669401872381
1016537,Faithfulness in internet algorithms,200993,Routing in the Internet,0.10660519125772799
1016537,Faithfulness in internet algorithms,525346,The  Internet Report,0.09425383967599503
1016539,Free-riding and whitewashing in peer-to-peer systems,571863,Analysis of the evolution of peer-to-peer systems,0.35369013602698085
1016539,Free-riding and whitewashing in peer-to-peer systems,1133397,Self-organization in peer-to-peer systems,0.34446599766858443
1016539,Free-riding and whitewashing in peer-to-peer systems,948150,PPay: micropayments for peer-to-peer systems,0.33205904684083559
1016539,Free-riding and whitewashing in peer-to-peer systems,876401,"Building Peer-to-Peer Systems with Chord, a Distributed Lookup Service",0.25159894027157775
1016539,Free-riding and whitewashing in peer-to-peer systems,776346,A reputation system for peer-to-peer networks,0.23227300095059272
1017109,Predicate Abstraction of ANSI-C Programs Using SAT,378846,Automatic predicate abstraction of C programs,0.25740436357249441
1017109,Predicate Abstraction of ANSI-C Programs Using SAT,2153238,Predicate abstraction via symbolic decision procedures,0.18238916530632412
1017109,Predicate Abstraction of ANSI-C Programs Using SAT,503279,Lazy abstraction,0.1010465029518148
1017109,Predicate Abstraction of ANSI-C Programs Using SAT,329486,Effective fine-grain synchronization for automatically parallelized programs using optimistic synchronization primitives,0.083834585146758317
1017109,Predicate Abstraction of ANSI-C Programs Using SAT,223785,A critique of ANSI SQL isolation levels,0.079343906344347195
101749,A hybrid Distributed Centralized System Structure for Transaction Processing,38728,Distributed logging for transaction processing,0.16029168725006143
101749,A hybrid Distributed Centralized System Structure for Transaction Processing,671797,An Analysis of Three Transaction Processing Architectures,0.14609450539661592
101749,A hybrid Distributed Centralized System Structure for Transaction Processing,573304,Transaction Processing: Concepts and Techniques,0.14307443755246019
101749,A hybrid Distributed Centralized System Structure for Transaction Processing,3160,Limitations of concurrency in transaction processing,0.14152337291959577
101749,A hybrid Distributed Centralized System Structure for Transaction Processing,18159,A measure of transaction processing power,0.13729587471323954
101775,UNIX network programming,58565,Fault tolerance under UNIX,0.12697817252166479
101775,UNIX network programming,100511,The C programming language,0.12541624632174062
101775,UNIX network programming,6645,The C++ programming language,0.12541624632174062
101775,UNIX network programming,7519,The C programming language,0.12541624632174062
101775,UNIX network programming,1098666,A programming language,0.12541624632174062
1018325,Correct Execution of Transactions at Different Isolation Levels,1065193,Allocating isolation levels to transactions,0.26863388509959546
1018325,Correct Execution of Transactions at Different Isolation Levels,223785,A critique of ANSI SQL isolation levels,0.19140018085242971
1018325,Correct Execution of Transactions at Different Isolation Levels,42277,Efficient and correct execution of parallel programs that share memory,0.1614380205160473
1018325,Correct Execution of Transactions at Different Isolation Levels,2283156,Correct and Robust Programs,0.092367227613452299
1018325,Correct Execution of Transactions at Different Isolation Levels,726386,Atomic Transactions,0.087288013528823039
1018504,The IBM PCIXCC: a new cryptographic coprocessor for the IBM eServer,98683,Exponentiation cryptosystems on the IBM PC,0.12826336274046729
1018504,The IBM PCIXCC: a new cryptographic coprocessor for the IBM eServer,801885,IBM System/38 support for capability-based addressing,0.10411292925783278
1018504,The IBM PCIXCC: a new cryptographic coprocessor for the IBM eServer,1011398,Overview of the IBM Java just-in-time compiler,0.10344888232548508
1018504,The IBM PCIXCC: a new cryptographic coprocessor for the IBM eServer,802214,Cryptographic protocols,0.094428240351930218
1018504,The IBM PCIXCC: a new cryptographic coprocessor for the IBM eServer,910814,Cryptographic protocols,0.094428240351930218
1018750,Distributed Implementations of Vickrey-Clarke-Groves Mechanisms,42400,The V distributed system,0.099303616347483831
1018750,Distributed Implementations of Vickrey-Clarke-Groves Mechanisms,749772,Antisocial Agents and Vickrey Auctions,0.077236800415259224
1018750,Distributed Implementations of Vickrey-Clarke-Groves Mechanisms,1267274,Probing TCP implementations,0.075588048427375168
1018750,Distributed Implementations of Vickrey-Clarke-Groves Mechanisms,315183,Distributed games: from mechanisms to protocols,0.064936049399072951
1018750,Distributed Implementations of Vickrey-Clarke-Groves Mechanisms,32406,The Reliability of Voting Mechanisms,0.061446951730657236
1021941,SeAl: Managing Accesses and Data in Peer-to-Peer Sharing Networks,776346,A reputation system for peer-to-peer networks,0.21745679550291758
1021941,SeAl: Managing Accesses and Data in Peer-to-Peer Sharing Networks,501193,Incentives for sharing in peer-to-peer networks,0.21169675834179225
1021941,SeAl: Managing Accesses and Data in Peer-to-Peer Sharing Networks,502638,Managing trust in a peer-2-peer information system,0.20278979295593219
1021941,SeAl: Managing Accesses and Data in Peer-to-Peer Sharing Networks,851859,Improving Search in Peer-to-Peer Networks,0.18340149351240265
1021941,SeAl: Managing Accesses and Data in Peer-to-Peer Sharing Networks,571863,Analysis of the evolution of peer-to-peer systems,0.16649941506551771
102266,Adaptive Optimal Load Balancing in a Nonhomogeneous Multiserver System with a Central Job Scheduler,652250,Adaptive Load Balancing in Disk Arrays,0.14527035315957035
102266,Adaptive Optimal Load Balancing in a Nonhomogeneous Multiserver System with a Central Job Scheduler,RFC1794,DNS Support for Load Balancing,0.12852667610724205
102266,Adaptive Optimal Load Balancing in a Nonhomogeneous Multiserver System with a Central Job Scheduler,3156,Optimal static load balancing in distributed computer systems,0.12277183631043366
102266,Adaptive Optimal Load Balancing in a Nonhomogeneous Multiserver System with a Central Job Scheduler,4357,A distributed load-balancing policy for a multicomputer,0.10910822952797046
102266,Adaptive Optimal Load Balancing in a Nonhomogeneous Multiserver System with a Central Job Scheduler,672871,Load Balancing in Quorum Systems (Extended Abstract),0.10873705974834284
1024796,HLFSD: Delivering Email to Your $HOME: Delivering Email to Your $HOME,1947407,Thread arcs: an email thread visualization,0.094926488386830626
1024796,HLFSD: Delivering Email to Your $HOME: Delivering Email to Your $HOME,2490494,Large-scale computation not at the cost of expressiveness,0.0
1024796,HLFSD: Delivering Email to Your $HOME: Delivering Email to Your $HOME,248178,Measurement and analysis of the error characteristics of an in-building wireless network,0.0
1024796,HLFSD: Delivering Email to Your $HOME: Delivering Email to Your $HOME,248179,A comparison of mechanisms for improving TCP performance over wireless links,0.0
1024796,HLFSD: Delivering Email to Your $HOME: Delivering Email to Your $HOME,248180,Improving the start-up behavior of a congestion control scheme for TCP,0.0
1024798,Replicated document management in a group communication system,227225,Group communication,0.37403700826503472
1024798,Replicated document management in a group communication system,503341,The SecureRing group communication system,0.20061637305025598
1024798,Replicated document management in a group communication system,829838,Group Communication as an Infrastructure for Distributed System Management,0.17328250717619981
1024798,Replicated document management in a group communication system,847133,An evaluation of the Amoeba group communication system,0.16170852460409685
1024798,Replicated document management in a group communication system,737913,Experiences with Group Communication Middleware,0.15918660830161474
1024910,Congestion control in IP/TCP internetworks,RFC2581,TCP Congestion Control,0.31040059916234142
1024910,Congestion control in IP/TCP internetworks,RFC2914,Congestion Control Principles,0.21865890869209054
1024910,Congestion control in IP/TCP internetworks,505704,TCP congestion control with a misbehaving receiver,0.18594671800919924
1024910,Congestion control in IP/TCP internetworks,135754,Congestion control in computer networks,0.18456833323079413
1024910,Congestion control in IP/TCP internetworks,796568,Optimization problems in congestion control,0.17031369088121068
102598,Specification case studies,114904,Algebraic specification,0.13977582082437029
102598,Specification case studies,1965751,The case for RAMCloud,0.12271594996673631
102598,Specification case studies,211427,Transaction chopping: algorithms and performance studies,0.11766019054451364
102598,Specification case studies,2290016,On credibility of simulation studies of telecommunication networks,0.113310491843912
102598,Specification case studies,560667,The  Java Language Specification,0.09586615647044229
1026496,Commercial Fault Tolerance: A Tale of Two Systems,58565,Fault tolerance under UNIX,0.19254133279916996
1026496,Commercial Fault Tolerance: A Tale of Two Systems,737781,From Crash Fault-Tolerance to Arbitrary-Fault Tolerance: Towards a Modular Approach,0.17449389476603741
1026496,Commercial Fault Tolerance: A Tale of Two Systems,296824,Practical Byzantine fault tolerance,0.16382649891644516
1026496,Commercial Fault Tolerance: A Tale of Two Systems,697290,Fault-Tolerance by Replication in Distributed Systems,0.15803663217949038
1026496,Commercial Fault Tolerance: A Tale of Two Systems,323636,Replication and fault-tolerance in the ISIS system,0.15251423385710192
102801,Understanding fault-tolerant distributed systems,106729,Fault-tolerant distributed computing,0.46350056442228627
102801,Understanding fault-tolerant distributed systems,837811,Time vs. Space in Fault-Tolerant Distributed Systems,0.42250746961592323
102801,Understanding fault-tolerant distributed systems,275424,A Metaobject Architecture for Fault-Tolerant Distributed Systems: The FRIENDS Approach,0.38074507241414052
102801,Understanding fault-tolerant distributed systems,6309,Low cost management of replicated data in fault-tolerant distributed systems,0.37678133325195023
102801,Understanding fault-tolerant distributed systems,2994,Using Time Instead of Timeout for Fault-Tolerant Distributed Systems.,0.37359721153086367
102808,Wait-free synchronization,62593,Impossibility and universality results for wait-free synchronization,0.54313224907300039
102808,Wait-free synchronization,675816,Wait-Free Synchronization in Quantum-Based Multiprogrammed Systems,0.50941672962418139
102808,Wait-free synchronization,301341,Wait-free synchronization in multiprogrammed systems: integrating priority-based and quantum-based scheduling,0.38049558677502227
102808,Wait-free synchronization,179902,Are wait-free algorithms fast?,0.3245499136059784
102808,Wait-free synchronization,723880,Synchronization,0.3158039187974831
